type,class,name,filename,err,id,h,r1,r2,thick,res,rim,flat,dent,enclosed,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12
bowl,,conicdec,1210_bowl_conicdec_140x018x018-08,"",49,140,18,18,0.8,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1211_bowl_conicdec_140x018x018-08,"",50,140,18,18,0.8,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1212_bowl_conicdec_140x018x018-08,"",51,140,18,18,0.8,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1213_bowl_conicdec-rim_140x018x018-08,"",52,140,18,18,0.8,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1214_bowl_conicdec-rim_140x018x018-08,"",53,140,18,18,0.8,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1215_bowl_conicdec-rim_140x018x018-08,"",54,140,18,18,0.8,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1216_bowl_conicdec_160x012x012-02,"",55,160,12,12,0.2,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1217_bowl_conicdec_160x012x012-02,"",56,160,12,12,0.2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1218_bowl_conicdec_160x012x012-02,"",57,160,12,12,0.2,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1219_bowl_conicdec-rim_160x012x012-02,"",58,160,12,12,0.2,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1220_bowl_conicdec-rim_160x012x012-02,"",59,160,12,12,0.2,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1221_bowl_conicdec-rim_160x012x012-02,"",60,160,12,12,0.2,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1222_bowl_conicdec_160x012x012-05,"",61,160,12,12,0.5,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1223_bowl_conicdec_160x012x012-05,"",62,160,12,12,0.5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1224_bowl_conicdec_160x012x012-05,"",63,160,12,12,0.5,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1225_bowl_conicdec-rim_160x012x012-05,"",64,160,12,12,0.5,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1226_bowl_conicdec-rim_160x012x012-05,"",65,160,12,12,0.5,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1227_bowl_conicdec-rim_160x012x012-05,"",66,160,12,12,0.5,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1228_bowl_conicdec_160x012x012-08,"",67,160,12,12,0.8,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1229_bowl_conicdec_160x012x012-08,"",68,160,12,12,0.8,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1230_bowl_conicdec_160x012x012-08,"",69,160,12,12,0.8,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1231_bowl_conicdec-rim_160x012x012-08,"",70,160,12,12,0.8,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1232_bowl_conicdec-rim_160x012x012-08,"",71,160,12,12,0.8,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1233_bowl_conicdec-rim_160x012x012-08,"",72,160,12,12,0.8,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1234_bowl_conicdec_160x015x015-02,"",73,160,15,15,0.2,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1235_bowl_conicdec_160x015x015-02,"",74,160,15,15,0.2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1236_bowl_conicdec_160x015x015-02,"",75,160,15,15,0.2,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1237_bowl_conicdec-rim_160x015x015-02,"",76,160,15,15,0.2,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1238_bowl_conicdec-rim_160x015x015-02,"",77,160,15,15,0.2,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1239_bowl_conicdec-rim_160x015x015-02,"",78,160,15,15,0.2,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1240_bowl_conicdec_160x015x015-05,"",79,160,15,15,0.5,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1241_bowl_conicdec_160x015x015-05,"",80,160,15,15,0.5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1242_bowl_conicdec_160x015x015-05,"",81,160,15,15,0.5,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1243_bowl_conicdec-rim_160x015x015-05,"",82,160,15,15,0.5,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1244_bowl_conicdec-rim_160x015x015-05,"",83,160,15,15,0.5,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1245_bowl_conicdec-rim_160x015x015-05,"",84,160,15,15,0.5,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1246_bowl_conicdec_160x015x015-08,"",85,160,15,15,0.8,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1247_bowl_conicdec_160x015x015-08,"",86,160,15,15,0.8,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1248_bowl_conicdec_160x015x015-08,"",87,160,15,15,0.8,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1249_bowl_conicdec-rim_160x015x015-08,"",88,160,15,15,0.8,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1250_bowl_conicdec-rim_160x015x015-08,"",89,160,15,15,0.8,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1251_bowl_conicdec-rim_160x015x015-08,"",90,160,15,15,0.8,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1252_bowl_conicdec_160x018x018-02,"",91,160,18,18,0.2,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1253_bowl_conicdec_160x018x018-02,"",92,160,18,18,0.2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1254_bowl_conicdec_160x018x018-02,"",93,160,18,18,0.2,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1255_bowl_conicdec-rim_160x018x018-02,"",94,160,18,18,0.2,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1256_bowl_conicdec-rim_160x018x018-02,"",95,160,18,18,0.2,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1257_bowl_conicdec-rim_160x018x018-02,"",96,160,18,18,0.2,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1258_bowl_conicdec_160x018x018-05,"",97,160,18,18,0.5,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1259_bowl_conicdec_160x018x018-05,"",98,160,18,18,0.5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1260_bowl_conicdec_160x018x018-05,"",99,160,18,18,0.5,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1261_bowl_conicdec-rim_160x018x018-05,"",100,160,18,18,0.5,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1262_bowl_conicdec-rim_160x018x018-05,"",101,160,18,18,0.5,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1263_bowl_conicdec-rim_160x018x018-05,"",102,160,18,18,0.5,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1264_bowl_conicdec_160x018x018-08,"",103,160,18,18,0.8,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1265_bowl_conicdec_160x018x018-08,"",104,160,18,18,0.8,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1266_bowl_conicdec_160x018x018-08,"",105,160,18,18,0.8,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1267_bowl_conicdec-rim_160x018x018-08,"",106,160,18,18,0.8,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1268_bowl_conicdec-rim_160x018x018-08,"",107,160,18,18,0.8,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1269_bowl_conicdec-rim_160x018x018-08,"",108,160,18,18,0.8,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1270_bowl_conicdec_180x012x012-02,"",109,180,12,12,0.2,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1271_bowl_conicdec_180x012x012-02,"",110,180,12,12,0.2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1272_bowl_conicdec_180x012x012-02,"",111,180,12,12,0.2,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1273_bowl_conicdec-rim_180x012x012-02,"",112,180,12,12,0.2,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1274_bowl_conicdec-rim_180x012x012-02,"",113,180,12,12,0.2,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1275_bowl_conicdec-rim_180x012x012-02,"",114,180,12,12,0.2,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1276_bowl_conicdec_180x012x012-05,"",115,180,12,12,0.5,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1277_bowl_conicdec_180x012x012-05,"",116,180,12,12,0.5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1278_bowl_conicdec_180x012x012-05,"",117,180,12,12,0.5,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1279_bowl_conicdec-rim_180x012x012-05,"",118,180,12,12,0.5,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1280_bowl_conicdec-rim_180x012x012-05,"",119,180,12,12,0.5,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1281_bowl_conicdec-rim_180x012x012-05,"",120,180,12,12,0.5,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1282_bowl_conicdec_180x012x012-08,"",121,180,12,12,0.8,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1283_bowl_conicdec_180x012x012-08,"",122,180,12,12,0.8,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1284_bowl_conicdec_180x012x012-08,"",123,180,12,12,0.8,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1285_bowl_conicdec-rim_180x012x012-08,"",124,180,12,12,0.8,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1286_bowl_conicdec-rim_180x012x012-08,"",125,180,12,12,0.8,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1287_bowl_conicdec-rim_180x012x012-08,"",126,180,12,12,0.8,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1288_bowl_conicdec_180x015x015-02,"",127,180,15,15,0.2,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1289_bowl_conicdec_180x015x015-02,"",128,180,15,15,0.2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1290_bowl_conicdec_180x015x015-02,"",129,180,15,15,0.2,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1291_bowl_conicdec-rim_180x015x015-02,"",130,180,15,15,0.2,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1292_bowl_conicdec-rim_180x015x015-02,"",131,180,15,15,0.2,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1293_bowl_conicdec-rim_180x015x015-02,"",132,180,15,15,0.2,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1294_bowl_conicdec_180x015x015-05,"",133,180,15,15,0.5,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1295_bowl_conicdec_180x015x015-05,"",134,180,15,15,0.5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1296_bowl_conicdec_180x015x015-05,"",135,180,15,15,0.5,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1297_bowl_conicdec-rim_180x015x015-05,"",136,180,15,15,0.5,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1298_bowl_conicdec-rim_180x015x015-05,"",137,180,15,15,0.5,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1299_bowl_conicdec-rim_180x015x015-05,"",138,180,15,15,0.5,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1300_bowl_conicdec_180x015x015-08,"",139,180,15,15,0.8,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1301_bowl_conicdec_180x015x015-08,"",140,180,15,15,0.8,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1302_bowl_conicdec_180x015x015-08,"",141,180,15,15,0.8,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1303_bowl_conicdec-rim_180x015x015-08,"",142,180,15,15,0.8,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1304_bowl_conicdec-rim_180x015x015-08,"",143,180,15,15,0.8,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1305_bowl_conicdec-rim_180x015x015-08,"",144,180,15,15,0.8,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1306_bowl_conicdec_180x018x018-02,"",145,180,18,18,0.2,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1307_bowl_conicdec_180x018x018-02,"",146,180,18,18,0.2,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1308_bowl_conicdec_180x018x018-02,"",147,180,18,18,0.2,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1309_bowl_conicdec-rim_180x018x018-02,"",148,180,18,18,0.2,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1310_bowl_conicdec-rim_180x018x018-02,"",149,180,18,18,0.2,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1311_bowl_conicdec-rim_180x018x018-02,"",150,180,18,18,0.2,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1312_bowl_conicdec_180x018x018-05,"",151,180,18,18,0.5,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1313_bowl_conicdec_180x018x018-05,"",152,180,18,18,0.5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1314_bowl_conicdec_180x018x018-05,"",153,180,18,18,0.5,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1315_bowl_conicdec-rim_180x018x018-05,"",154,180,18,18,0.5,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1316_bowl_conicdec-rim_180x018x018-05,"",155,180,18,18,0.5,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1317_bowl_conicdec-rim_180x018x018-05,"",156,180,18,18,0.5,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1318_bowl_conicdec_180x018x018-08,"",157,180,18,18,0.8,5,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1319_bowl_conicdec_180x018x018-08,"",158,180,18,18,0.8,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec,1320_bowl_conicdec_180x018x018-08,"",159,180,18,18,0.8,5,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1321_bowl_conicdec-rim_180x018x018-08,"",160,180,18,18,0.8,5,1,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1322_bowl_conicdec-rim_180x018x018-08,"",161,180,18,18,0.8,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicdec-rim,1323_bowl_conicdec-rim_180x018x018-08,"",162,180,18,18,0.8,5,1,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1324_bowl_conicinc_140x012x012-02,"",1,140,12,12,0.2,5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1325_bowl_conicinc_140x012x012-02,"",2,140,12,12,0.2,5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1326_bowl_conicinc_140x012x012-02,"",3,140,12,12,0.2,5,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1327_bowl_conicinc-rim_140x012x012-02,"",4,140,12,12,0.2,5,1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1328_bowl_conicinc-rim_140x012x012-02,"",5,140,12,12,0.2,5,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1329_bowl_conicinc-rim_140x012x012-02,"",6,140,12,12,0.2,5,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1330_bowl_conicinc_140x012x012-05,"",7,140,12,12,0.5,5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1331_bowl_conicinc_140x012x012-05,"",8,140,12,12,0.5,5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1332_bowl_conicinc_140x012x012-05,"",9,140,12,12,0.5,5,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1333_bowl_conicinc-rim_140x012x012-05,"",10,140,12,12,0.5,5,1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1334_bowl_conicinc-rim_140x012x012-05,"",11,140,12,12,0.5,5,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1335_bowl_conicinc-rim_140x012x012-05,"",12,140,12,12,0.5,5,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1336_bowl_conicinc_140x012x012-08,"",13,140,12,12,0.8,5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1337_bowl_conicinc_140x012x012-08,"",14,140,12,12,0.8,5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1338_bowl_conicinc_140x012x012-08,"",15,140,12,12,0.8,5,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1339_bowl_conicinc-rim_140x012x012-08,"",16,140,12,12,0.8,5,1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1340_bowl_conicinc-rim_140x012x012-08,"",17,140,12,12,0.8,5,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1341_bowl_conicinc-rim_140x012x012-08,"",18,140,12,12,0.8,5,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1342_bowl_conicinc_140x015x015-02,"",19,140,15,15,0.2,5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1343_bowl_conicinc_140x015x015-02,"",20,140,15,15,0.2,5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1344_bowl_conicinc_140x015x015-02,"",21,140,15,15,0.2,5,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1345_bowl_conicinc-rim_140x015x015-02,"",22,140,15,15,0.2,5,1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1346_bowl_conicinc-rim_140x015x015-02,"",23,140,15,15,0.2,5,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1347_bowl_conicinc-rim_140x015x015-02,"",24,140,15,15,0.2,5,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1348_bowl_conicinc_140x015x015-05,"",25,140,15,15,0.5,5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1349_bowl_conicinc_140x015x015-05,"",26,140,15,15,0.5,5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1350_bowl_conicinc_140x015x015-05,"",27,140,15,15,0.5,5,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1351_bowl_conicinc-rim_140x015x015-05,"",28,140,15,15,0.5,5,1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1352_bowl_conicinc-rim_140x015x015-05,"",29,140,15,15,0.5,5,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1353_bowl_conicinc-rim_140x015x015-05,"",30,140,15,15,0.5,5,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1354_bowl_conicinc_140x015x015-08,"",31,140,15,15,0.8,5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1355_bowl_conicinc_140x015x015-08,"",32,140,15,15,0.8,5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1356_bowl_conicinc_140x015x015-08,"",33,140,15,15,0.8,5,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1357_bowl_conicinc-rim_140x015x015-08,"",34,140,15,15,0.8,5,1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1358_bowl_conicinc-rim_140x015x015-08,"",35,140,15,15,0.8,5,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1359_bowl_conicinc-rim_140x015x015-08,"",36,140,15,15,0.8,5,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1360_bowl_conicinc_140x018x018-02,"",37,140,18,18,0.2,5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1361_bowl_conicinc_140x018x018-02,"",38,140,18,18,0.2,5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1362_bowl_conicinc_140x018x018-02,"",39,140,18,18,0.2,5,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1363_bowl_conicinc-rim_140x018x018-02,"",40,140,18,18,0.2,5,1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1364_bowl_conicinc-rim_140x018x018-02,"",41,140,18,18,0.2,5,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1365_bowl_conicinc-rim_140x018x018-02,"",42,140,18,18,0.2,5,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1366_bowl_conicinc_140x018x018-05,"",43,140,18,18,0.5,5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1367_bowl_conicinc_140x018x018-05,"",44,140,18,18,0.5,5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1368_bowl_conicinc_140x018x018-05,"",45,140,18,18,0.5,5,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1369_bowl_conicinc-rim_140x018x018-05,"",46,140,18,18,0.5,5,1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1370_bowl_conicinc-rim_140x018x018-05,"",47,140,18,18,0.5,5,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1371_bowl_conicinc-rim_140x018x018-05,"",48,140,18,18,0.5,5,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1372_bowl_conicinc_140x018x018-08,"",49,140,18,18,0.8,5,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1373_bowl_conicinc_140x018x018-08,"",50,140,18,18,0.8,5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc,1374_bowl_conicinc_140x018x018-08,"",51,140,18,18,0.8,5,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1375_bowl_conicinc-rim_140x018x018-08,"",52,140,18,18,0.8,5,1,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1376_bowl_conicinc-rim_140x018x018-08,"",53,140,18,18,0.8,5,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0
bowl,,conicinc-rim,1377_bowl_conicinc-rim_140x018x018-08,"",54,140,18,18,0.8,5,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
