type,class,name,filename,err,id,h,r1,r2,thick,res,rim,flat,dent,enclosed,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12
bottle-gen,,w5edel,0001_bottle-gen_w5edel_150x030x020-03,"",1,150,30,20,0.3,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0002_bottle-gen_w5edel-rim_150x030x020-03,"",2,150,30,20,0.3,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0003_bottle-gen_w5edel_150x030x020-03,"",3,150,30,20,0.3,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0004_bottle-gen_w5edel-rim_150x030x020-03,"",4,150,30,20,0.3,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0005_bottle-gen_w5edel_150x030x020-03,"",5,150,30,20,0.3,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0006_bottle-gen_w5edel-rim_150x030x020-03,"",6,150,30,20,0.3,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0007_bottle-gen_w5edel_150x030x020-04,"",7,150,30,20,0.4,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0008_bottle-gen_w5edel-rim_150x030x020-04,"",8,150,30,20,0.4,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0009_bottle-gen_w5edel_150x030x020-04,"",9,150,30,20,0.4,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0010_bottle-gen_w5edel-rim_150x030x020-04,"",10,150,30,20,0.4,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0011_bottle-gen_w5edel_150x030x020-04,"",11,150,30,20,0.4,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0012_bottle-gen_w5edel-rim_150x030x020-04,"",12,150,30,20,0.4,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0013_bottle-gen_w5edel_150x030x020-05,"",13,150,30,20,0.5,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0014_bottle-gen_w5edel-rim_150x030x020-05,"",14,150,30,20,0.5,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0015_bottle-gen_w5edel_150x030x020-05,"",15,150,30,20,0.5,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0016_bottle-gen_w5edel-rim_150x030x020-05,"",16,150,30,20,0.5,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0017_bottle-gen_w5edel_150x030x020-05,"",17,150,30,20,0.5,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0018_bottle-gen_w5edel-rim_150x030x020-05,"",18,150,30,20,0.5,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0019_bottle-gen_w5edel_150x035x020-03,"",19,150,35,20,0.3,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0020_bottle-gen_w5edel-rim_150x035x020-03,"",20,150,35,20,0.3,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0021_bottle-gen_w5edel_150x035x020-03,"",21,150,35,20,0.3,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0022_bottle-gen_w5edel-rim_150x035x020-03,"",22,150,35,20,0.3,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0023_bottle-gen_w5edel_150x035x020-03,"",23,150,35,20,0.3,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0024_bottle-gen_w5edel-rim_150x035x020-03,"",24,150,35,20,0.3,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0025_bottle-gen_w5edel_150x035x020-04,"",25,150,35,20,0.4,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0026_bottle-gen_w5edel-rim_150x035x020-04,"",26,150,35,20,0.4,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0027_bottle-gen_w5edel_150x035x020-04,"",27,150,35,20,0.4,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0028_bottle-gen_w5edel-rim_150x035x020-04,"",28,150,35,20,0.4,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0029_bottle-gen_w5edel_150x035x020-04,"",29,150,35,20,0.4,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0030_bottle-gen_w5edel-rim_150x035x020-04,"",30,150,35,20,0.4,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0031_bottle-gen_w5edel_150x035x020-05,"",31,150,35,20,0.5,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0032_bottle-gen_w5edel-rim_150x035x020-05,"",32,150,35,20,0.5,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0033_bottle-gen_w5edel_150x035x020-05,"",33,150,35,20,0.5,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0034_bottle-gen_w5edel-rim_150x035x020-05,"",34,150,35,20,0.5,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0035_bottle-gen_w5edel_150x035x020-05,"",35,150,35,20,0.5,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0036_bottle-gen_w5edel-rim_150x035x020-05,"",36,150,35,20,0.5,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0037_bottle-gen_w5edel_150x040x020-03,"",37,150,40,20,0.3,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0038_bottle-gen_w5edel-rim_150x040x020-03,"",38,150,40,20,0.3,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0039_bottle-gen_w5edel_150x040x020-03,"",39,150,40,20,0.3,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0040_bottle-gen_w5edel-rim_150x040x020-03,"",40,150,40,20,0.3,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0041_bottle-gen_w5edel_150x040x020-03,"",41,150,40,20,0.3,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0042_bottle-gen_w5edel-rim_150x040x020-03,"",42,150,40,20,0.3,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0043_bottle-gen_w5edel_150x040x020-04,"",43,150,40,20,0.4,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0044_bottle-gen_w5edel-rim_150x040x020-04,"",44,150,40,20,0.4,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0045_bottle-gen_w5edel_150x040x020-04,"",45,150,40,20,0.4,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0046_bottle-gen_w5edel-rim_150x040x020-04,"",46,150,40,20,0.4,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0047_bottle-gen_w5edel_150x040x020-04,"",47,150,40,20,0.4,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0048_bottle-gen_w5edel-rim_150x040x020-04,"",48,150,40,20,0.4,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0049_bottle-gen_w5edel_150x040x020-05,"",49,150,40,20,0.5,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0050_bottle-gen_w5edel-rim_150x040x020-05,"",50,150,40,20,0.5,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0051_bottle-gen_w5edel_150x040x020-05,"",51,150,40,20,0.5,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0052_bottle-gen_w5edel-rim_150x040x020-05,"",52,150,40,20,0.5,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0053_bottle-gen_w5edel_150x040x020-05,"",53,150,40,20,0.5,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0054_bottle-gen_w5edel-rim_150x040x020-05,"",54,150,40,20,0.5,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0055_bottle-gen_w5edel_175x030x020-03,"",55,175,30,20,0.3,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0056_bottle-gen_w5edel-rim_175x030x020-03,"",56,175,30,20,0.3,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0057_bottle-gen_w5edel_175x030x020-03,"",57,175,30,20,0.3,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0058_bottle-gen_w5edel-rim_175x030x020-03,"",58,175,30,20,0.3,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0059_bottle-gen_w5edel_175x030x020-03,"",59,175,30,20,0.3,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0060_bottle-gen_w5edel-rim_175x030x020-03,"",60,175,30,20,0.3,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0061_bottle-gen_w5edel_175x030x020-04,"",61,175,30,20,0.4,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0062_bottle-gen_w5edel-rim_175x030x020-04,"",62,175,30,20,0.4,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0063_bottle-gen_w5edel_175x030x020-04,"",63,175,30,20,0.4,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0064_bottle-gen_w5edel-rim_175x030x020-04,"",64,175,30,20,0.4,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0065_bottle-gen_w5edel_175x030x020-04,"",65,175,30,20,0.4,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0066_bottle-gen_w5edel-rim_175x030x020-04,"",66,175,30,20,0.4,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0067_bottle-gen_w5edel_175x030x020-05,"",67,175,30,20,0.5,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0068_bottle-gen_w5edel-rim_175x030x020-05,"",68,175,30,20,0.5,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0069_bottle-gen_w5edel_175x030x020-05,"",69,175,30,20,0.5,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0070_bottle-gen_w5edel-rim_175x030x020-05,"",70,175,30,20,0.5,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0071_bottle-gen_w5edel_175x030x020-05,"",71,175,30,20,0.5,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0072_bottle-gen_w5edel-rim_175x030x020-05,"",72,175,30,20,0.5,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0073_bottle-gen_w5edel_175x035x020-03,"",73,175,35,20,0.3,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0074_bottle-gen_w5edel-rim_175x035x020-03,"",74,175,35,20,0.3,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0075_bottle-gen_w5edel_175x035x020-03,"",75,175,35,20,0.3,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0076_bottle-gen_w5edel-rim_175x035x020-03,"",76,175,35,20,0.3,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0077_bottle-gen_w5edel_175x035x020-03,"",77,175,35,20,0.3,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0078_bottle-gen_w5edel-rim_175x035x020-03,"",78,175,35,20,0.3,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0079_bottle-gen_w5edel_175x035x020-04,"",79,175,35,20,0.4,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0080_bottle-gen_w5edel-rim_175x035x020-04,"",80,175,35,20,0.4,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0081_bottle-gen_w5edel_175x035x020-04,"",81,175,35,20,0.4,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0082_bottle-gen_w5edel-rim_175x035x020-04,"",82,175,35,20,0.4,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0083_bottle-gen_w5edel_175x035x020-04,"",83,175,35,20,0.4,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0084_bottle-gen_w5edel-rim_175x035x020-04,"",84,175,35,20,0.4,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0085_bottle-gen_w5edel_175x035x020-05,"",85,175,35,20,0.5,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0086_bottle-gen_w5edel-rim_175x035x020-05,"",86,175,35,20,0.5,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0087_bottle-gen_w5edel_175x035x020-05,"",87,175,35,20,0.5,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0088_bottle-gen_w5edel-rim_175x035x020-05,"",88,175,35,20,0.5,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0089_bottle-gen_w5edel_175x035x020-05,"",89,175,35,20,0.5,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0090_bottle-gen_w5edel-rim_175x035x020-05,"",90,175,35,20,0.5,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0091_bottle-gen_w5edel_175x040x020-03,"",91,175,40,20,0.3,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0092_bottle-gen_w5edel-rim_175x040x020-03,"",92,175,40,20,0.3,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0093_bottle-gen_w5edel_175x040x020-03,"",93,175,40,20,0.3,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0094_bottle-gen_w5edel-rim_175x040x020-03,"",94,175,40,20,0.3,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0095_bottle-gen_w5edel_175x040x020-03,"no-sim-mat,feat:size,",95,175,40,20,0.3,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0096_bottle-gen_w5edel-rim_175x040x020-03,"",96,175,40,20,0.3,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0097_bottle-gen_w5edel_175x040x020-04,"",97,175,40,20,0.4,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0098_bottle-gen_w5edel-rim_175x040x020-04,"",98,175,40,20,0.4,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0099_bottle-gen_w5edel_175x040x020-04,"",99,175,40,20,0.4,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0100_bottle-gen_w5edel-rim_175x040x020-04,"",100,175,40,20,0.4,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0101_bottle-gen_w5edel_175x040x020-04,"no-sim-mat,feat:size,",101,175,40,20,0.4,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0102_bottle-gen_w5edel-rim_175x040x020-04,"",102,175,40,20,0.4,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0103_bottle-gen_w5edel_175x040x020-05,"",103,175,40,20,0.5,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0104_bottle-gen_w5edel-rim_175x040x020-05,"feat:nan,",104,175,40,20,0.5,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0105_bottle-gen_w5edel_175x040x020-05,"",105,175,40,20,0.5,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0106_bottle-gen_w5edel-rim_175x040x020-05,"",106,175,40,20,0.5,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0107_bottle-gen_w5edel_175x040x020-05,"",107,175,40,20,0.5,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0108_bottle-gen_w5edel-rim_175x040x020-05,"",108,175,40,20,0.5,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0109_bottle-gen_w5edel_200x030x020-03,"",109,200,30,20,0.3,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0110_bottle-gen_w5edel-rim_200x030x020-03,"",110,200,30,20,0.3,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0111_bottle-gen_w5edel_200x030x020-03,"",111,200,30,20,0.3,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0112_bottle-gen_w5edel-rim_200x030x020-03,"",112,200,30,20,0.3,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0113_bottle-gen_w5edel_200x030x020-03,"",113,200,30,20,0.3,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0114_bottle-gen_w5edel-rim_200x030x020-03,"",114,200,30,20,0.3,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0115_bottle-gen_w5edel_200x030x020-04,"",115,200,30,20,0.4,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0116_bottle-gen_w5edel-rim_200x030x020-04,"",116,200,30,20,0.4,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0117_bottle-gen_w5edel_200x030x020-04,"",117,200,30,20,0.4,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0118_bottle-gen_w5edel-rim_200x030x020-04,"",118,200,30,20,0.4,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0119_bottle-gen_w5edel_200x030x020-04,"",119,200,30,20,0.4,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0120_bottle-gen_w5edel-rim_200x030x020-04,"",120,200,30,20,0.4,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0121_bottle-gen_w5edel_200x030x020-05,"",121,200,30,20,0.5,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0122_bottle-gen_w5edel-rim_200x030x020-05,"",122,200,30,20,0.5,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0123_bottle-gen_w5edel_200x030x020-05,"",123,200,30,20,0.5,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0124_bottle-gen_w5edel-rim_200x030x020-05,"",124,200,30,20,0.5,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0125_bottle-gen_w5edel_200x030x020-05,"",125,200,30,20,0.5,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0126_bottle-gen_w5edel-rim_200x030x020-05,"",126,200,30,20,0.5,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0127_bottle-gen_w5edel_200x035x020-03,"",127,200,35,20,0.3,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0128_bottle-gen_w5edel-rim_200x035x020-03,"",128,200,35,20,0.3,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0129_bottle-gen_w5edel_200x035x020-03,"",129,200,35,20,0.3,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0130_bottle-gen_w5edel-rim_200x035x020-03,"",130,200,35,20,0.3,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0131_bottle-gen_w5edel_200x035x020-03,"",131,200,35,20,0.3,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0132_bottle-gen_w5edel-rim_200x035x020-03,"",132,200,35,20,0.3,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0133_bottle-gen_w5edel_200x035x020-04,"",133,200,35,20,0.4,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0134_bottle-gen_w5edel-rim_200x035x020-04,"",134,200,35,20,0.4,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0135_bottle-gen_w5edel_200x035x020-04,"",135,200,35,20,0.4,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0136_bottle-gen_w5edel-rim_200x035x020-04,"",136,200,35,20,0.4,5,1,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0137_bottle-gen_w5edel_200x035x020-04,"",137,200,35,20,0.4,5,0,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0138_bottle-gen_w5edel-rim_200x035x020-04,"",138,200,35,20,0.4,5,1,0,0,0,0.6,-0.15,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0139_bottle-gen_w5edel_200x035x020-05,"",139,200,35,20,0.5,5,0,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel-rim,0140_bottle-gen_w5edel-rim_200x035x020-05,"",140,200,35,20,0.5,5,1,0,0,0,0.6,-0.25,0,0,0,0,0,0,0.1,0.4,0.1,0
bottle-gen,,w5edel,0141_bottle-gen_w5edel_200x035x020-05,"",141,200,35,20,0.5,5,0,0,0,0,0.6,-0.2,0,0,0,0,0,0,0.1,0.4,0.1,0
